Sentence|Gloss
The 予算 for next year's marketing campaign hasn't been approved yet.|The budget for next year's marketing campaign hasn't been approved yet.
His 説明 of the new system was clear enough that even I understood it.|His explanation of the new system was clear enough that even I understood it.
I forgot to attach the 添付ファイル — please check your inbox for the updated version.|I forgot to attach the attachment — please check your inbox for the updated version.
The 確認 process for expense reports takes at least five business days.|The confirmation process for expense reports takes at least five business days.
We had a very 真剣 discussion about restructuring the sales department today.|We had a very serious discussion about restructuring the sales department today.
I'll prepare a short まとめ of today's decisions and share it before noon.|I'll prepare a short summary of today's decisions and share it before noon.
The 責任者 for that project needs to be identified before we move forward.|The person responsible for that project needs to be identified before we move forward.
The 部屋 was so cramped that I could barely open my suitcase.|The room was so cramped that I could barely open my suitcase.
Could you please call the フロント and ask about late checkout?|Could you please call the front desk and ask about late checkout?
The hotel's 朝食 was honestly the best part of the whole trip.|The hotel's breakfast was honestly the best part of the whole trip.
I specifically requested a 禁煙 room when I booked online.|I specifically requested a non-smoking room when I booked online.
The 廊下 was so narrow that two people couldn't pass each other comfortably.|The hallway was so narrow that two people couldn't pass each other comfortably.
She was absolutely delighted by the 景色 from her top-floor suite.|She was absolutely delighted by the view from her top-floor suite.
Is there a 駐車場 included with the reservation, or do we pay separately?|Is there a parking lot included with the reservation, or do we pay separately?
The 布団 in the traditional inn was so much softer than a regular mattress.|The bedding in the traditional inn was so much softer than a regular mattress.
We asked the 仲居 to bring extra towels around nine in the evening.|We asked the room attendant to bring extra towels around nine in the evening.
The entire 旅館 had a warm, wooden atmosphere that felt deeply calming.|The entire traditional inn had a warm, wooden atmosphere that felt deeply calming.
I lost my 鍵 somewhere between the elevator and the ice machine.|I lost my key somewhere between the elevator and the ice machine.
The 大浴場 on the top floor was open until midnight, which was perfect.|The large communal bath on the top floor was open until midnight, which was perfect.
Do they still charge a 清掃料 if you stay fewer than two nights?|Do they still charge a cleaning fee if you stay fewer than two nights?
The concierge gave us a 地図 with all the best local restaurants marked on it.|The concierge gave us a map with all the best local restaurants marked on it.
My colleague said the 枕 were too flat, but I actually slept great.|My colleague said the pillows were too flat, but I actually slept great.
We finally found a 旅館 with a private outdoor bath attached to the room.|We finally found a traditional inn with a private outdoor bath attached to the room.
The hotel lobby had this gorgeous 生花 arrangement right by the entrance.|The hotel lobby had this gorgeous fresh flower arrangement right by the entrance.
Will the 食堂 on the second floor still be serving at half past ten?|Will the dining hall on the second floor still be serving at half past ten?
I noticed the 非常口 sign was completely blocked by a luggage cart.|I noticed the emergency exit sign was completely blocked by a luggage cart.
The view from our 客室 overlooked a quiet garden full of maple trees.|The view from our guest room overlooked a quiet garden full of maple trees.
He forgot to leave the 清算 slip at the front desk before heading to the airport.|He forgot to leave the checkout settlement slip at the front desk before heading to the airport.
The 売店 near the elevator actually had really decent snacks for late-night cravings.|The hotel shop near the elevator actually had really decent snacks for late-night cravings.
I prefer a room on a 高層 floor so I don't hear street noise at night.|I prefer a room on a high floor so I don't hear street noise at night.
The complimentary 浴衣 hanging in the closet was a pleasant surprise.|The complimentary cotton robe hanging in the closet was a pleasant surprise.
Could you move us to a 静か room farther from the elevator bank?|Could you move us to a quiet room farther from the elevator bank?
The 暖房 in our cabin wasn't working, so we asked for a portable heater.|The heating in our cabin wasn't working, so we asked for a portable heater.
She described the hotel's 中庭 as the most peaceful spot she'd ever read a book in.|She described the hotel's inner courtyard as the most peaceful spot she'd ever read a book in.
I had to call the フロント three times before anyone answered about the Wi-Fi password.|I had to call the front desk three times before anyone answered about the Wi-Fi password.
The 冷蔵庫 in the minibar had already been half-emptied by the previous guest.|The refrigerator in the minibar had already been half-emptied by the previous guest.
We discovered a cozy 喫茶室 tucked behind the hotel library.|We discovered a cozy tea lounge tucked behind the hotel library.
The 案内 pamphlet in the room listed every bus route to the city center.|The information pamphlet in the room listed every bus route to the city center.
I always request a 窓側 seat in the hotel restaurant when I'm traveling alone.|I always request a window-side seat in the hotel restaurant when I'm traveling alone.
The 荷物 storage at the front desk saved us on our last day of sightseeing.|The luggage storage at the front desk saved us on our last day of sightseeing.
Their 特別室 came with a private butler and a dedicated phone line.|Their special suite came with a private butler and a dedicated phone line.
The 宿泊 fee didn't include breakfast, which was a bit misleading in the listing.|The accommodation fee didn't include breakfast, which was a bit misleading in the listing.
We were upgraded to a 和室 because our original room had a plumbing issue.|We were upgraded to a Japanese-style room because our original room had a plumbing issue.
The 夜景 from the rooftop bar made the expensive room rate feel completely worth it.|The nighttime view from the rooftop bar made the expensive room rate feel completely worth it.
I wish the 洗面台 had better lighting — applying makeup in there was nearly impossible.|I wish the bathroom vanity had better lighting — applying makeup in there was nearly impossible.
The hotel sent a 確認 email immediately after I changed the reservation dates.|The hotel sent a confirmation email immediately after I changed the reservation dates.
She mentioned the 接客 at this inn was the warmest she'd experienced anywhere in the world.|She mentioned the hospitality at this inn was the warmest she'd experienced anywhere in the world.
スマホのscreenが割れてしまって、メッセージが読めない。|My phone screen cracked and I can't read messages.
昨日の夜、彼からのvoice messageをやっと聞いた。|Last night I finally listened to his voice message.
このgroupチャットには何人いるの？|How many people are in this group chat?
notificationをオフにしないと、会議中に迷惑だよ。|If you don't turn off notifications, it'll be disruptive during the meeting.
もう一度callしてもいい？さっき聞き取れなかった。|Can I call you again? I couldn't hear you just now.
彼女はいつもtextの返信がめちゃくちゃ早い。|She always replies to texts incredibly fast.
電波が弱くてvoiceがぶつぶつ途切れていた。|The signal was weak and the voice kept cutting out.
このcontactリストを整理しなきゃいけない。|I need to organize this contact list.
長いmessageを打つより電話した方が早い気がする。|I feel like calling is faster than typing a long message.
batteryが一パーセントになって、通話が切れた。|The battery hit one percent and the call dropped.
replyが三日間来なくて、少し心配になった。|There was no reply for three days and I got a little worried.
このアプリのvideo call機能、画質がすごくきれいだね。|The video call feature on this app has really clear picture quality.
お母さんはいつもspeedダイヤルで兄に電話する。|Mom always calls my brother on speed dial.
strangerからのメッセージは開かない方がいいよ。|You shouldn't open messages from strangers.
ちょっと待って、earphoneを探してから電話するね。|Hold on, let me find my earphones before I call.
loudなring toneに変えたから、もう着信を逃さない。|I changed it to a loud ringtone so I won't miss calls anymore.
privateな番号から着信があって、ドキドキした。|I got a call from a private number and my heart raced.
彼女にvoiceメモで謝ったけど、効果があったかな。|I apologized to her in a voice memo, but I wonder if it worked.
このchargerがないとすぐにスマホが死ぬ。|Without this charger my phone dies quickly.
mutualな友達を通じて、彼の連絡先を手に入れた。|I got his contact info through a mutual friend.
昨日のconferenceコールは二時間も続いた。|Yesterday's conference call lasted two whole hours.
homeの固定電話に出られる人、今いる？|Is there anyone home who can answer the landline?
フォロワーにbroadcastメッセージを送るのは少し雑な感じがする。|Sending a broadcast message to followers feels a bit impersonal.
彼はいつもreadonlyみたいに既読だけつけて返事しない。|He always just reads messages like read-only and never replies.
silentモードにするの忘れて、映画館で鳴ってしまった。|I forgot to put it on silent and it went off in the cinema.
このアプリ、autoで返信文を提案してくれるのが便利。|This app's auto-reply suggestions are really handy.
長距離でもfreeで通話できるから、海外の友達と毎週話せる。|We can call for free even long-distance, so I talk to my overseas friend every week.
アカウントがhackedされたせいで、連絡先全員に変なメッセージが届いた。|Because my account got hacked, everyone in my contacts received a weird message.
electronicノイズが入って、相手の声が聞こえなかった。|There was electronic noise and I couldn't hear the other person.
instantにメッセージが届くのが、このアプリの一番の強みだ。|The biggest strength of this app is that messages arrive instantly.
お父さんはupdateするたびに操作方法が変わって困ると言っている。|Dad says he struggles every time the app updates and the interface changes.
colourfulなスタンプを送ったら、彼女が笑ってくれた。|When I sent a colourful sticker, she laughed.
相手がonlineかどうか確認できる機能が好き。|I like the feature that lets me check whether the other person is online.
他の人に転送しないでね、これはpersonalな話だから。|Please don't forward this to others — it's a personal matter.
ビジネスのやり取りはformalな言葉を使うように気をつけている。|I'm careful to use formal language for business exchanges.
blockしたのに、別のアカウントから連絡が来た。|Even though I blocked them, they contacted me from another account.
あのtoneは話し中のサインだよ、少し待ってからかけ直して。|That tone means the line is busy — wait a bit and call again.
夜中にrandomな番号から着信が来るのは本当に怖い。|Getting calls from random numbers in the middle of the night is really scary.
このcafeはとても居心地がいいですね。|This cafe is really comfortable, isn't it.
窓際のboothに座ってもいいですか？|May I sit in the booth by the window?
今日のlunchのおすすめは何ですか？|What is today's recommended lunch?
シェフがspecialなデザートを作ってくれました。|The chef made a special dessert for us.
お会計をcashで払いたいんですが。|I'd like to pay the bill in cash.
このレストランのmenuはとても読みにくいです。|This restaurant's menu is really hard to read.
テーブルのcornerに荷物を置いてください。|Please put your bags in the corner of the table.
freshなサラダを一つ注文しました。|I ordered one fresh salad.
待ち時間がlong過ぎて、諦めてしまいました。|The wait was too long, so I gave up.
ここのコーヒーはrichな味わいがします。|The coffee here has a rich flavor.
このパンはcrispyでとても美味しいです。|This bread is crispy and really delicious.
デザートのportionがすごく大きかったです。|The dessert portion was really large.
friendlyなスタッフばかりで、また来たくなります。|The staff are all so friendly, I want to come back.
カウンター席のほうがviewがいいと思います。|I think the counter seats have a better view.
今夜のdinner、あのイタリアンにしませんか？|How about that Italian place for dinner tonight?
ソースがspicyすぎて、ちょっと食べられませんでした。|The sauce was too spicy and I couldn't quite eat it.
注文をtake-outに変えてもらえますか？|Could you change my order to takeout?
このお店はsmoky過ぎて、目が痛くなりました。|This restaurant was too smoky and my eyes started hurting.
チーズがcreamyでパスタによく合っています。|The cheese is creamy and goes really well with the pasta.
あのカフェはorganic素材にこだわっているそうです。|I hear that cafe is particular about using organic ingredients.
二人でsplitできるコースはありますか？|Is there a course we can split between two people?
定員さんに早めにorderしておいたほうがいいですよ。|You should order with the staff a little early.
このスープはwarmで体に染みます。|This soup is warm and really soothes you.
テラス席のほうがcozyな雰囲気があります。|The terrace seats have a cozier atmosphere.
brunchをやっているカフェを探しているんです。|I'm looking for a cafe that does brunch.
お水のrefillをお願いしてもいいですか？|Could I ask for a water refill?
新しくできたbistroにもう行きましたか？|Have you been to the newly opened bistro yet?
このムースはlight過ぎて、もの足りない感じがします。|This mousse is too light and feels a bit unsatisfying.
スタッフのserviceがとても丁寧でした。|The staff's service was very courteous.
ランチのsoupがとても体に優しい味でした。|The lunch soup had a very gentle, nourishing flavor.
バターがmeltedになってパンに染み込んでいます。|The butter has melted and soaked into the bread.
このお店のinteriorはとてもおしゃれですね。|This restaurant's interior is really stylish, isn't it.
ドリンクをhot、coldどちらになさいますか？|Would you like your drink hot or cold?
夜のmood照明がとてもロマンチックです。|The mood lighting at night is very romantic.
あのcafeでwifiが使えるか確認してみます。|I'll check if I can use wifi at that cafe.
お皿のpresentationがとても丁寧で感動しました。|The presentation of the dishes was very careful and I was impressed.
このお店はvegetarianのお客さんにも対応しています。|This restaurant also caters to vegetarian customers.
デザートをsurpriseでプレゼントしてくれました。|They gave me a dessert as a surprise present.
She sent me a really 丁寧 message after the argument.|She sent me a really polite message after the argument.
I forgot to put my phone on 静音 during the meeting.|I forgot to put my phone on silent during the meeting.
Can you check if the 着信 shows up on your end?|Can you check if the incoming call shows up on your end?
He always leaves the most 長い voicemails imaginable.|He always leaves the longest voicemails imaginable.
The group chat went completely 混乱 after that announcement.|The group chat went completely chaotic after that announcement.
She replied 即座に, which honestly surprised me.|She replied instantly, which honestly surprised me.
My 通知 settings are all messed up on this new phone.|My notification settings are all messed up on this new phone.
That was such an 唐突 text to receive at midnight.|That was such an abrupt text to receive at midnight.
He spoke in a really 穏やか tone during the whole call.|He spoke in a really calm tone during the whole call.
I finally turned off 迷惑 calls on my number.|I finally turned off spam calls on my number.
The connection was so 不安定 that I could barely hear her.|The connection was so unstable that I could barely hear her.
Can you forward that 音声 message to my other account?|Can you forward that voice message to my other account?
She had the most 真剣 expression while reading his text.|She had the most serious expression while reading his text.
I set a 特別 ringtone just for my mom's calls.|I set a special ringtone just for my mom's calls.
His reply was surprisingly 素直 given how tense things were.|His reply was surprisingly straightforward given how tense things were.
I always get 緊張 when I have to call strangers.|I always get nervous when I have to call strangers.
She blocked his number 完全に and never looked back.|She blocked his number completely and never looked back.
That 深夜 text from him was honestly a little scary.|That late-night text from him was honestly a little scary.
I need a 静か place to take this conference call.|I need a quiet place to take this conference call.
The whole 会話 went sideways the moment he brought that up.|The whole conversation went sideways the moment he brought that up.
He sends the most 細かい instructions over text every time.|He sends the most detailed instructions over text every time.
My 画面 cracked so I can barely read incoming messages.|My screen cracked so I can barely read incoming messages.
She spoke very 率直に about everything on the call.|She spoke very frankly about everything on the call.
I missed three 着信 while I was in the shower.|I missed three incoming calls while I was in the shower.
That was a 突然 call — I had no idea she would reach out.|That was a sudden call — I had no idea she would reach out.
He seems really 不満 judging by his last few messages.|He seems really dissatisfied judging by his last few messages.
Can you read the message 大声で? I'm driving right now.|Can you read the message out loud? I'm driving right now.
I kept my reply short and 簡潔 so there'd be no confusion.|I kept my reply short and concise so there'd be no confusion.
The whole thread got 複雑 after too many people joined.|The whole thread got complicated after too many people joined.
She only calls during 昼間, never in the evenings.|She only calls during the daytime, never in the evenings.
I saved his number under a 変な nickname in my contacts.|I saved his number under a weird nickname in my contacts.
The 音量 on this phone is never loud enough in public.|The volume on this phone is never loud enough in public.
He wrote such a 丁重 apology text, I almost cried.|He wrote such a respectful apology text, I almost cried.
I find video calls way more 疲れる than phone calls.|I find video calls way more tiring than phone calls.
She was 沈黙 for a full minute before responding on the call.|She was silent for a full minute before responding on the call.
My battery died 突然 right in the middle of the call.|My battery died suddenly right in the middle of the call.
He copied everyone on that message, which was pretty 迷惑.|He copied everyone on that message, which was pretty annoying.
I always feel 気まずい leaving a voicemail for someone I don't know.|I always feel awkward leaving a voicemail for someone I don't know.
She answered the phone in such a 明るい voice despite everything.|She answered the phone in such a bright, cheerful voice despite everything.
このapartmentは駅から徒歩五分で、とても便利です。|This apartment is a five-minute walk from the station and very convenient.
新しいrugを買ったら、リビングがぐっと温かくなった。|After buying a new rug, the living room felt much warmer.
キッチンのcabinetが古くて、扉がうまく閉まらない。|The kitchen cabinet is old and the door won't close properly.
このfloorplanを見ると、収納スペースが少なすぎる気がする。|Looking at this floor plan, it feels like there's too little storage space.
廊下にdimmerをつけたら、夜の雰囲気がずいぶん変わった。|After installing a dimmer in the hallway, the nighttime atmosphere changed quite a bit.
その部屋はceilingがとても高くて、開放感がある。|That room has a very high ceiling and feels open and spacious.
引っ越しの前にlandlordと契約内容をよく確認した方がいい。|Before moving in, you should carefully review the contract details with the landlord.
寝室にblackout curtainを付けたから、朝でも暗くできる。|Since I put blackout curtains in the bedroom, I can keep it dark even in the morning.
バスルームのgroutが黒ずんできたので、掃除しなければならない。|The grout in the bathroom has gotten dark, so I need to clean it.
このcondoは管理費が高いけど、設備が充実している。|This condo has high maintenance fees, but the facilities are well-equipped.
玄関にstorage benchを置いたら、靴の片付けがとても楽になった。|After placing a storage bench by the entrance, putting away shoes became much easier.
外から見るとsymmetricなデザインで、とても整った印象の建物だ。|Viewed from outside, the building has a symmetrical design and a very tidy impression.
二階のdeck から夜景がきれいに見えますよ。|You can see a beautiful night view from the second-floor deck.
敷金はsecurityデポジットとして、退去後に返ってくることが多い。|The deposit is held as security and is often returned after moving out.
この部屋、natural lightがほとんど入らないのが残念だ。|It's a shame that almost no natural light comes into this room.
引き出しがstuckになって全然開かないんだけど、直し方知ってる？|The drawer is stuck and won't open at all — do you know how to fix it?
新居にshelvingユニットを組み立てるのに三時間もかかった。|It took three hours to assemble the shelving unit in the new place.
壁のpaint colorを白からグレーに変えたら、部屋が落ち着いた雰囲気になった。|Changing the wall paint color from white to gray gave the room a calmer feel.
今の家賃はmonthlyで七万円で、光熱費は別です。|The current rent is seventy thousand yen monthly, with utilities separate.
水回りのfixture全部が古くて、いつ壊れてもおかしくない。|All the water fixtures are old and could break at any time.
このhome officeスペースは窓の近くにあって、集中しやすい。|This home office space is near the window, making it easy to focus.
管理人さんにventilation fanが壊れていることを報告した。|I reported to the building manager that the ventilation fan was broken.
引っ越し業者のquoteが三社とも全然違ったので驚いた。|I was surprised that the quotes from all three moving companies were completely different.
バルコニーがnarrowすぎて、椅子を置く余地もない。|The balcony is too narrow to even have room for a chair.
寝室のoutletの数が足りなくて、延長コードだらけになってしまった。|There aren't enough outlets in the bedroom, so it's become covered in extension cords.
共用スペースのlaundryルームは朝八時から使えます。|The shared laundry room is available from eight in the morning.
この物件はground floorなので、防犯のことが少し心配だ。|Since this property is on the ground floor, I'm a little worried about security.
部屋のlayoutが気に入ったから、すぐに申し込みを決めた。|I liked the room's layout, so I decided to apply right away.
隣の部屋がloudで、夜中に音楽が聞こえてくることがある。|The neighboring room is loud, and I sometimes hear music in the middle of the night.
新しい家のbackyard は広くて、家庭菜園ができそうだ。|The new house has a spacious backyard, and it seems like I could have a vegetable garden.
引越し後にdryerの置き場所が決まらなくて困っている。|After moving, I'm having trouble figuring out where to put the dryer.
屋根裏のattic スペースを収納として使えるか、大家さんに聞いてみた。|I asked the landlord if I could use the attic space for storage.
このマンションのlobbyはとても広くて、高級感がある。|The lobby of this apartment building is very spacious and has a luxurious feel.
壁がthinすぎて、隣の話し声がそのまま聞こえてくる。|The walls are too thin, and I can hear the neighbors' conversations directly.
部屋を探すときにwalk-in closetがあるかどうかをまず確認する。|When looking for a room, I first check whether there is a walk-in closet.
このinsulationが古いせいで、冬は暖房費がかなりかかる。|Because the insulation is old, heating costs quite a lot in winter.
ダイニングにpendant lightを取り付けたら、食卓の雰囲気が全然変わった。|After installing pendant lights in the dining area, the atmosphere around the table completely changed.
契約前にutility costがどのくらいかかるか確認しておくべきだった。|I should have confirmed how much the utility costs would be before signing the contract.
このcarpetは毛足が長くて、掃除機をかけるのが大変だ。|This carpet has long pile and is difficult to vacuum.
新居のkitchen islandが料理をするときにとても役立っている。|The kitchen island in my new place is very useful when cooking.
うちの犬はとてもaffectionateで、いつも私にくっついています。|My dog is very affectionate and always sticks close to me.
猫がcurtainをよじ登って、カーテンレールの上で寝ています。|The cat climbed up the curtain and is sleeping on the curtain rail.
このハムスターはnocturnalなので、夜中にずっとホイールを回しています。|This hamster is nocturnal, so it spins its wheel all night long.
あなたの鳥はそんなにvocalなんですか？|Is your bird really that vocal?
金魚にoverfeeding しないように気をつけてください。|Please be careful not to overfeed the goldfish.
うちのウサギはとてもplayfulで、おもちゃをずっと投げ回しています。|My rabbit is very playful and keeps tossing its toys around.
獣医さんに連れて行ったら、猫がstressを感じていると言われました。|When I took her to the vet, they said my cat was feeling stress.
公園でlostな犬を見つけたので、保護しました。|I found a lost dog at the park, so I took it in.
このトカゲはshy な性格で、なかなか姿を見せません。|This lizard has a shy personality and rarely shows itself.
子猫のfurがとても柔らかくて、ずっと触っていたいです。|The kitten's fur is so soft that I want to keep petting it forever.
熱帯魚のtankをきれいに掃除するのは思ったより大変です。|Cleaning the tropical fish tank is harder than I thought.
うちの老犬はjointが痛むらしく、階段を嫌がるようになりました。|My old dog seems to have sore joints and has started avoiding the stairs.
この猫はindoorで育てているので、外に出たがりません。|This cat has been raised indoors, so it doesn't want to go outside.
小鳥がcageから逃げ出して、部屋中を飛び回っています！|The little bird escaped from its cage and is flying all around the room!
ペット用のgrooming セットを買ったので、週末に試してみます。|I bought a pet grooming kit, so I'll try it out this weekend.
うちのオウムはsarcasticなコメントばかり言うので笑えます。|My parrot keeps making sarcastic comments, which is hilarious.
犬のleashが古くなってきたので、新しいのを探しています。|My dog's leash has gotten old, so I'm looking for a new one.
この猫はhyperactiveで、深夜に家じゅうを走り回ります。|This cat is hyperactive and races around the whole house late at night.
亀を飼うのは思ったよりずっとlong-termなコミットメントですよね。|Keeping a turtle is a much more long-term commitment than you'd think, isn't it?
子犬のtraining を始めるなら、なるべく早い方がいいです。|If you're going to start training a puppy, the earlier the better.
野良猫にfoodをあげるのをやめるように言われましたが、つい渡してしまいます。|I was told to stop giving food to stray cats, but I keep doing it anyway.
うちのフェレットはcuriousな性格で、引き出しを全部開けてしまいます。|My ferret has a curious personality and opens every single drawer.
この魚はaggressiveで、水槽の中でほかの魚をいじめています。|This fish is aggressive and bullies the other fish in the tank.
猫アレルギーなのに、どうしてもfluffyな猫を飼いたいんです。|Even though I'm allergic to cats, I really want to keep a fluffy cat.
ペットのemergency のために、動物病院の番号を登録しておきましょう。|Let's save the animal hospital's number in case of a pet emergency.
うちの犬はstrangerに対してはほえるくせに、家族には甘えてばかりです。|My dog barks at strangers but just acts spoiled around family.
この小屋はoutdoorで飼うウサギのために特別に作りました。|I made this hutch specially for rabbits kept outdoors.
ハリネズミのspinesはとがっているので、持ち方に注意が必要です。|A hedgehog's spines are sharp, so you need to be careful how you hold it.
今日ペットショップで一目惚れしたsealpoint の子猫を買ってしまいました。|Today at the pet shop I fell in love at first sight and bought a seal-point kitten.
犬が散歩中に他の犬に対してreactiveになるのはよくあることです。|It's common for dogs to become reactive toward other dogs on walks.
インコのbeak が伸びすぎていたので、獣医さんに削ってもらいました。|The parakeet's beak had grown too long, so I had the vet trim it.
猫が毎朝earlyに起こしに来るので、寝不足気味です。|My cat comes to wake me up early every morning, so I'm a bit sleep-deprived.
このdog parkは広くてきれいなので、毎週末連れてきています。|This dog park is spacious and clean, so I bring my dog every weekend.
熱中症対策に、犬用のcooling マットを買おうと思っています。|I'm thinking of buying a cooling mat for my dog as a heat-stroke precaution.
野生のリスはtameになりにくいと聞いたことがあります。|I've heard that wild squirrels are hard to tame.
ペットのannual 健康診断は毎年欠かさず受けさせています。|I make sure my pet has its annual health check every year without fail.
うちの猫はmoodydな日は全然触らせてくれません。|On moody days, my cat won't let me touch her at all.
子犬のsocializationは生後三ヶ月以内にするのが理想だそうです。|Apparently, puppy socialization is ideally done within the first three months of life.
この水槽のlightingを変えたら、魚の色がずっと鮮やかに見えるようになりました。|After I changed the lighting in this tank, the fish's colors look much more vivid.
面接の前にresumeをもう一度確認しました。|I checked my resume one more time before the interview.
彼女はとてもconfident な印象を与えました。|She gave a very confident impression.
今日のfeedback を聞いて、少し落ち込みました。|I felt a little down after hearing today's feedback.
その会社のdress code はかなり厳しいそうです。|I heard that company has a pretty strict dress code.
面接官にhonest に答えることが大切だと思います。|I think it's important to answer the interviewer honestly.
彼はpanel 面接がとても苦手だと言っていました。|He said he's really not good at panel interviews.
志望動機をclear に説明できるよう練習しました。|I practiced explaining my motivation clearly.
その質問はかなりtechnical で、うまく答えられませんでした。|That question was quite technical and I couldn't answer it well.
面接のあとでthank-you メールを送る習慣があります。|I have a habit of sending a thank-you email after interviews.
彼女のportfolio はとても印象的でした。|Her portfolio was very impressive.
給与のoffer が予想より高くて驚きました。|I was surprised the salary offer was higher than expected.
面接前にcompany の研究をしっかりしておくべきです。|You should research the company thoroughly before the interview.
彼はとてもprofessional な態度で話していました。|He spoke in a very professional manner.
このpositionには五人の候補者が残っているそうです。|I heard five candidates remain for this position.
面接で自分のstrength を上手に伝えるのは難しいです。|It's hard to communicate your strengths well in an interview.
recruitmentの担当者から連絡が来るのを待っています。|I'm waiting to hear from the recruitment person in charge.
彼女はgroup discussionでリーダーシップを発揮しました。|She demonstrated leadership in the group discussion.
その面接はかなりcasual な雰囲気で行われました。|The interview was conducted in a pretty casual atmosphere.
面接の際にnegotiateするのは日本ではまだ珍しいです。|Negotiating during interviews is still unusual in Japan.
彼のcommunication 能力はとても高く評価されました。|His communication skills were highly evaluated.
面接官はとてもfriendly で話しやすかったです。|The interviewer was very friendly and easy to talk to.
自分のweakness を正直に話すのは勇気がいります。|It takes courage to honestly talk about your weaknesses.
その会社のculture が自分に合うかどうか心配です。|I'm worried about whether that company's culture suits me.
面接でのbody language も採用に影響すると聞きました。|I heard that body language in interviews also affects hiring decisions.
彼女はremote 勤務が可能かどうか尋ねました。|She asked whether remote work was possible.
final 面接の結果は来週わかるそうです。|Apparently the final interview results will be known next week.
面接のfeedback をもらえるか人事に聞いてみました。|I asked HR whether I could receive feedback on the interview.
準備不足でpresentation がうまくいきませんでした。|Due to lack of preparation, the presentation didn't go well.
そのstartup の面接はとても独創的な内容でした。|The interview at that startup had very creative content.
面接官にcareer の目標について詳しく聞かれました。|The interviewer asked me in detail about my career goals.
彼はproactive な姿勢が評価されて内定をもらいました。|He received a job offer because his proactive attitude was appreciated.
このrole に必要なスキルを全部持っていると思います。|I think I have all the skills needed for this role.
面接の日程をreschedule したいと丁重にお願いしました。|I politely asked to reschedule the interview date.
彼女はとてもdetail-oriented で採用担当者に好印象を与えました。|She is very detail-oriented and made a good impression on the recruiter.
entry-level のポジションでも競争はかなり激しいです。|Competition is quite fierce even for entry-level positions.
面接でのself-introduction はしっかり暗記しておきました。|I memorized my self-introduction for the interview thoroughly.
その会社はdiversity を非常に重視していると説明されました。|It was explained that the company places great importance on diversity.
面接後にreflection をして次回に活かすようにしています。|I do reflection after interviews and try to apply it next time.
彼はとてもmotivated で、面接官全員が感銘を受けました。|He was very motivated, and all the interviewers were impressed.
このsoftwareはインストールするのが少し面倒です。|This software is a bit annoying to install.
cloudにデータを保存しておけば、どこからでもアクセスできます。|If you save data to the cloud, you can access it from anywhere.
彼女はprogrammingがとても得意で、毎日コードを書いています。|She's very good at programming and writes code every day.
画面がfrozenになってしまって、何も操作できない。|The screen has frozen and I can't do anything.
次のupdateでバグが直ると思います。|I think the next update will fix the bugs.
このkeyboardの打ち心地がすごく好きです。|I really like the feel of typing on this keyboard.
wirelessのマウスを使い始めてから、机がすっきりしました。|Since I started using a wireless mouse, my desk has gotten much tidier.
そのfileは誤って削除してしまいました。|I accidentally deleted that file.
processorが古すぎて、新しいゲームが動きません。|The processor is too old and new games won't run.
彼はbackupを取らずにパソコンを初期化して、後悔しています。|He reset his computer without taking a backup and regrets it.
このsecurityの設定を変更するには管理者権限が必要です。|You need administrator privileges to change these security settings.
会議中にmicrophoneが突然切れてしまって、恥ずかしかった。|My microphone suddenly cut out during the meeting and it was embarrassing.
最新のgraphics cardはかなり値段が高いですね。|The latest graphics card is quite expensive, isn't it.
このwebsiteのデザインはとてもcleanで見やすいと思います。|I think this website's design is very clean and easy to read.
スマートフォンのbatteryがすぐに切れてしまうのが悩みです。|My smartphone battery dying so quickly is a concern of mine.
そのpodcastを聞きながら、コードのレビューをしていました。|I was reviewing code while listening to that podcast.
サーバーがdownになっていて、ページが表示されません。|The server is down and the page won't display.
彼のmonitorは二枚あって、作業効率がとても高いそうです。|Apparently he has two monitors and his work efficiency is very high.
このpasswordは短すぎるので、もっと複雑にしてください。|This password is too short, so please make it more complex.
privateブラウジングを使っても、完全には匿名にはなれません。|Even using private browsing, you can't be completely anonymous.
shortcutキーを覚えると、作業がかなり楽になります。|If you learn the shortcut keys, your work becomes considerably easier.
そのalgorithmは思ったより複雑で、理解するのに時間がかかりました。|That algorithm was more complex than I thought and it took time to understand.
プリンターがofflineのままで、印刷できないんですが。|The printer is still offline and I can't print.
このtabletは軽くて、持ち運びにとても便利です。|This tablet is light and very convenient to carry around.
chatbotに質問したら、全然違う答えが返ってきました。|When I asked the chatbot a question, a completely different answer came back.
彼女はremoteで働いているので、毎日ビデオ通話をしています。|She works remotely, so she has video calls every day.
そのpluginをインストールしたら、ブラウザが重くなってしまいました。|After installing that plugin, my browser became slow.
deadlineまであと二日しかないのに、まだhalf分しか終わっていません。|There are only two more days until the deadline, but I've only finished half.
このnetworkは暗号化されていないので、使わないほうがいいです。|This network is not encrypted, so it's better not to use it.
画像をcompressしたら、かなりファイルサイズが小さくなりました。|After compressing the image, the file size became considerably smaller.
debuggingに三時間もかけてしまって、すっかり疲れました。|I spent three whole hours on debugging and I'm completely exhausted.
そのsmart homeデバイスは声で操作できるので、とても楽です。|That smart home device can be controlled by voice, so it's very convenient.
あなたのportfolioサイト、本当によくできていますね。|Your portfolio site is really well made, isn't it.
このAPIのドキュメントはわかりにくくて、困っています。|This API's documentation is hard to understand and I'm struggling.
